 ime,open,high,low,close,Volume
2025-02-03 10:00:00,5933.81,5937.08,5932.26,5935.62,13219790
2025-02-03 10:01:00,5936.81,5940.52,5934.07,5934.56,10253500
2025-02-03 10:02:00,5934.41,5934.41,5930.77,5931.67,10901020
2025-02-03 10:03:00,5931.61,5934.4,5930.96,5934.25,9270580
2025-02-03 10:04:00,5934.59,5935.25,5931.4,5933.16,8779090
2025-02-03 10:05:00,5933.13,5938.41,5931.68,5933.72,9450270
2025-02-03 10:06:00,5933.43,5935.41,5932.14,5933.11,8096570
2025-02-03 10:07:00,5933.02,5935.22,5931.38,5933.19,8079380
2025-02-03 10:08:00,5933.15,5937.97,5933.14,5936.63,9684370
2025-02-03 10:09:00,5936.93,5941.88,5936.9,5939.76,8763210
2025-02-03 10:10:00,5939.7,5939.7,5931.61,5931.61,8569410
2025-02-03 10:11:00,5931.81,5932.51,5930.33,5932.04,9055300
2025-02-03 10:12:00,5931.76,5933.74,5931.07,5933.02,8601770
2025-02-03 10:13:00,5932.89,5935.81,5932.5,5934.78,7447970
2025-02-03 10:14:00,5934.95,5935.25,5928.97,5929.54,8980220
2025-02-03 10:15:00,5929.72,5930.87,5929.18,5929.67,8350260
2025-02-03 10:16:00,5929.66,5930.47,5927.47,5928.36,9142500
2025-02-03 10:17:00,5929.14,5929.21,5926.26,5927.91,9477490
2025-02-03 10:18:00,5927.97,5927.97,5925.77,5925.89,10189290
2025-02-03 10:19:00,5925.82,5927.28,5924.46,5924.46,8241660
2025-02-03 10:20:00,5924.31,5926.09,5924.06,5924.21,8638930
2025-02-03 10:21:00,5924.61,5939.42,5923.93,5939.42,15091190
2025-02-03 10:22:00,5941.06,5947.3,5940.9,5947.3,16022640
2025-02-03 10:23:00,5947.55,5955.82,5947.55,5950.32,12795430
2025-02-03 10:24:00,5950.41,5973.03,5950.12,5970.41,17126450
2025-02-03 10:25:00,5972.22,5979.38,5971.33,5973.18,16749660
2025-02-03 10:26:00,5973.38,5974.32,5964.36,5972.23,12921130
2025-02-03 10:27:00,5971.25,5978.61,5971.25,5973.24,11553570
2025-02-03 10:28:00,5973.31,5975.74,5969.11,5971.21,10273740
2025-02-03 10:29:00,5971.47,5983.86,5971.47,5982.66,11187940
2025-02-03 10:30:00,5982.83,5983.29,5977.78,5979.87,11015810
2025-02-03 10:31:00,5978.87,5987.04,5977.82,5981.74,11477470
2025-02-03 10:32:00,5981.97,5984.85,5979.89,5980.67,9345690
2025-02-03 10:33:00,5980.78,5986.58,5980.78,5986.58,8972620
2025-02-03 10:34:00,5986.57,5989.6,5985.95,5987.34,9546710
2025-02-03 10:35:00,5987.33,5993.36,5984.08,5990.66,8709140
2025-02-03 10:36:00,5990.39,5991.42,5986.09,5988.83,8819400
2025-02-03 10:37:00,5987.85,5988.54,5984,5987.01,7476760
2025-02-03 10:38:00,5985.47,5985.56,5980.22,5985.19,8270660
2025-02-03 10:39:00,5984.91,5988.2,5984.91,5988.09,7237850
2025-02-03 10:40:00,5986.86,5987.46,5984.23,5984.23,6869030
2025-02-03 10:41:00,5983.56,6001.37,5982.18,5999.46,12670770
2025-02-03 10:42:00,5999.59,6004.51,5999.27,6004.18,8148270
2025-02-03 10:43:00,6003.8,6005.25,5999.34,5999.34,8211200
2025-02-03 10:44:00,5998.38,6001.49,5997.42,6001.49,7809490
2025-02-03 10:45:00,6001.32,6001.5,5998.2,5998.54,8127680
2025-02-03 10:46:00,5998.79,6000.28,5996.48,5999.66,7287080
2025-02-03 10:47:00,5999.65,5999.65,5991.88,5992.63,7635310
2025-02-03 10:48:00,5993.09,5997.7,5993.09,5993.82,6635960
2025-02-03 10:49:00,5994.19,5994.5,5989.28,5994.1,6811880
2025-02-03 10:50:00,5994.13,5999.57,5993.96,5999.57,7685400
2025-02-03 10:51:00,5999.52,6001.63,5996.77,5997.16,5572540
2025-02-03 10:52:00,5997.04,5998.74,5994.67,5998.16,5455480
2025-02-03 10:53:00,5998.46,5999.89,5998.06,5998.26,5090810
2025-02-03 10:54:00,5998.19,5998.19,5993.48,5994.46,5269070
2025-02-03 10:55:00,5993.99,5999.03,5991.8,5999.03,6595150
2025-02-03 10:56:00,5999.12,6001.52,5997.3,6001.12,6042930
2025-02-03 10:57:00,6001.18,6002.95,5999.09,5999.1,6001680
2025-02-03 10:58:00,5999.2,6002.12,5998.65,6000.6,7110760
2025-02-03 10:59:00,6000.83,6000.83,5998.11,5999.14,5770650
2025-02-03 11:00:00,5998.88,6001.8,5995.32,6001.65,6499030
2025-02-03 11:01:00,6001.58,6005.71,6000.83,6004.12,7203430
2025-02-03 11:02:00,6004.16,6004.93,6002.07,6002.26,4535860
2025-02-03 11:03:00,6000.43,6000.5,5989.65,5991.67,11585510
2025-02-03 11:04:00,5991.07,5995.38,5989.9,5994.8,5415240
2025-02-03 11:05:00,5994.8,5995.38,5979.43,5979.43,8357820
2025-02-03 11:06:00,5979.57,5994.27,5979.57,5994.27,7607910
2025-02-03 11:07:00,5994.15,5994.15,5990.95,5992,4826320
2025-02-03 11:08:00,5992.63,5997.88,5991.66,5996.48,5793970
2025-02-03 11:09:00,5996.37,5998.06,5995.75,5996.23,4390100
2025-02-03 11:10:00,5996.32,6003.72,5996.32,6001.21,6517990
2025-02-03 11:11:00,6001.29,6001.3,5997.5,5997.74,4777420
2025-02-03 11:12:00,5997.87,5999.28,5997.8,5998.72,5387030
2025-02-03 11:13:00,5998.76,6001.16,5997.83,6001.16,5398000
2025-02-03 11:14:00,6001.14,6001.46,6000.37,6000.7,4669970
2025-02-03 11:15:00,6000.75,6004.06,6000.75,6003.85,5431140
2025-02-03 11:16:00,6003.27,6003.27,5999.29,6000.76,5057130
2025-02-03 11:17:00,6000.68,6001.79,5998.89,6001.79,5107340
2025-02-03 11:18:00,6001.86,6005.56,6001.81,6004.9,5653220
2025-02-03 11:19:00,6004.79,6006.86,6004.6,6006.39,5201390
2025-02-03 11:20:00,6006.5,6007.69,6005.87,6006.79,4935640
2025-02-03 11:21:00,6006.65,6008.67,6004.67,6007.32,5251970
2025-02-03 11:22:00,6007.27,6011.43,6006.14,6009.56,6448550
2025-02-03 11:23:00,6009.77,6009.77,6005.41,6006.63,5280410
2025-02-03 11:24:00,6006.6,6007.72,6005.56,6006.26,5383160
2025-02-03 11:25:00,6006.2,6007.67,6004.71,6004.71,5419760
2025-02-03 11:26:00,6004.47,6004.47,5998.71,6001.24,6231060
2025-02-03 11:27:00,6001.02,6001.04,5997.28,5998.2,5557220
2025-02-03 11:28:00,5998.35,5999.69,5997.98,5998.95,4806770
2025-02-03 11:29:00,5998.96,5998.96,5995.83,5998.6,5255050
2025-02-03 11:30:00,5998.48,5998.97,5996.68,5997.54,5701520
2025-02-03 11:31:00,5997.69,5997.69,5992.57,5996.99,5606500
2025-02-03 11:32:00,5996.88,6001.58,5996.81,6000.55,6025100
2025-02-03 11:33:00,6000.46,6004.14,6000.46,6002.69,4675340
2025-02-03 11:34:00,6003.05,6004.67,6002.84,6003.87,4210320
2025-02-03 11:35:00,6003.97,6005.22,6002.47,6002.49,4671290
2025-02-03 11:36:00,6002.38,6006.09,6002.35,6004.59,4523900
2025-02-03 11:37:00,6004.57,6005.77,6002.51,6003.11,4630870
2025-02-03 11:38:00,6003.03,6003.48,6001.68,6003.05,4428810
2025-02-03 11:39:00,6003.11,6006.21,6003.03,6006.21,5891970
2025-02-03 11:40:00,6006.5,6008.02,6006.13,6006.13,5231420
2025-02-03 11:41:00,6006.29,6006.29,6002.86,6003.01,5053950
2025-02-03 11:42:00,6003.04,6003.83,5999.82,6000.89,7600880
2025-02-03 11:43:00,6000.88,6001.36,5998.97,6000.52,4576560
2025-02-03 11:44:00,6001.3,6006.69,6001.07,6006.19,5242750
2025-02-03 11:45:00,6006.22,6006.59,6005.29,6006.18,3945160
2025-02-03 11:46:00,6006.12,6008.47,6006.01,6008.47,4665700
2025-02-03 11:47:00,6008.51,6008.51,6005.04,6005.35,4800640
2025-02-03 11:48:00,6005.41,6009.24,6004.96,6008.55,5517740
2025-02-03 11:49:00,6008.49,6009.05,6000.33,6000.48,6389810
2025-02-03 11:50:00,6000.43,6005.51,6000.43,6004.95,4808110
2025-02-03 11:51:00,6005.04,6008.85,6005.04,6008.84,4753630
2025-02-03 11:52:00,6008.91,6009.39,6007.79,6009.14,4158220
2025-02-03 11:53:00,6009.23,6009.23,6006.94,6006.94,3683680
2025-02-03 11:54:00,6007.01,6007.01,6005.49,6005.49,3571710
2025-02-03 11:55:00,6005.42,6005.42,6000.77,6000.95,6550880
2025-02-03 11:56:00,6001.04,6001.35,5994.6,5997.15,6857970
2025-02-03 11:57:00,5997.38,5997.38,5991.07,5991.93,5794270
2025-02-03 11:58:00,5992,5992.24,5989.44,5992.24,5496090
2025-02-03 11:59:00,5992.3,5994,5991.87,5992.86,5563200
2025-02-03 12:00:00,5992.79,5996.02,5990.25,5995.95,5906150
2025-02-03 12:01:00,5995.84,5995.84,5989.38,5991.63,5233120
2025-02-03 12:02:00,5991.73,5992.08,5988.85,5990.51,5939110
2025-02-03 12:03:00,5990.44,5991.11,5988.18,5988.45,5168480
2025-02-03 12:04:00,5988.49,5990.24,5988.13,5990.24,3888350
2025-02-03 12:05:00,5990.68,5992.9,5990.01,5992.9,4688170
2025-02-03 12:06:00,5993.11,5993.82,5992,5992.27,6708290
2025-02-03 12:07:00,5992.06,5992.06,5987.73,5987.92,7003730
2025-02-03 12:08:00,5987.98,5989.08,5986.83,5988.88,4553620
2025-02-03 12:09:00,5989.12,5993.39,5988.55,5993.39,4216340
2025-02-03 12:10:00,5993.73,5994.89,5990.83,5991.06,5124660
2025-02-03 12:11:00,5991.28,5991.28,5987.78,5987.78,3462970
2025-02-03 12:12:00,5987.97,5992.12,5987.24,5992.12,4532200
2025-02-03 12:13:00,5991.97,5992.99,5990.53,5990.71,3480250
2025-02-03 12:14:00,5990.77,5992.36,5990.61,5991.82,3539230
2025-02-03 12:15:00,5991.76,5991.76,5989.56,5989.61,3402780
2025-02-03 12:16:00,5989.66,5990.36,5989.28,5989.37,3185030
2025-02-03 12:17:00,5989.5,5990.15,5989.22,5989.63,3777720
2025-02-03 12:18:00,5989.75,5993.2,5989.67,5991.95,4591600
2025-02-03 12:19:00,5992.1,5993.16,5990.8,5992.82,3404470
2025-02-03 12:20:00,5993.12,5995.49,5993.12,5994.38,4680580
2025-02-03 12:21:00,5994.34,5997.17,5993.65,5997.05,4073850
2025-02-03 12:22:00,5996.52,5997.17,5995.34,5997.17,3958050
2025-02-03 12:23:00,5997.54,5998.81,5997.54,5998.75,4139970
2025-02-03 12:24:00,5998.82,6003.35,5998.82,6003.35,4508300
2025-02-03 12:25:00,6003.67,6003.95,6002.63,6003.22,3648910
2025-02-03 12:26:00,6003.42,6005.57,6003.23,6004.37,3890900
2025-02-03 12:27:00,6004.1,6005.32,6003.22,6003.46,3846180
2025-02-03 12:28:00,6003.34,6004.36,5999.66,6000.4,4707390
2025-02-03 12:29:00,6000.49,6000.64,5993.82,5993.82,5073380
2025-02-03 12:30:00,5993.93,5993.93,5991.18,5993.34,3990030
2025-02-03 12:31:00,5993.85,5994.73,5991.16,5991.97,4105470
2025-02-03 12:32:00,5991.94,5991.94,5989.5,5989.88,4031790
2025-02-03 12:33:00,5989.92,5989.92,5988.48,5989.02,3026620
2025-02-03 12:34:00,5988.96,5989.48,5988.28,5988.43,3298610
2025-02-03 12:35:00,5988.52,5989.36,5987.14,5989.15,4243990
2025-02-03 12:36:00,5989.44,5990.15,5987.79,5988.29,3746490
2025-02-03 12:37:00,5988.06,5988.65,5985.37,5985.41,3765390
2025-02-03 12:38:00,5985.31,5987.56,5984.13,5986.55,4783760
2025-02-03 12:39:00,5986.46,5987.74,5985.41,5986.25,3576460
2025-02-03 12:40:00,5986.33,5987.24,5984.78,5984.78,4386540
2025-02-03 12:41:00,5984.84,5986.77,5983.17,5983.46,4064350
2025-02-03 12:42:00,5983.66,5985.61,5982.99,5983.24,3544170
2025-02-03 12:43:00,5983.21,5987.12,5983.21,5986.57,3670210
2025-02-03 12:44:00,5986.57,5986.88,5984.24,5984.24,3497880
2025-02-03 12:45:00,5984.49,5987.93,5984.49,5987.82,3495040
2025-02-03 12:46:00,5987.85,5987.85,5985.1,5985.46,4683300
2025-02-03 12:47:00,5985.45,5985.45,5984.32,5984.54,3116680
2025-02-03 12:48:00,5984.73,5986.59,5983.79,5986.36,3467380
2025-02-03 12:49:00,5986.29,5989.6,5984.7,5987.96,5846230
2025-02-03 12:50:00,5987.94,5990.76,5987.78,5990.52,3849050
2025-02-03 12:51:00,5990.57,5994.02,5990.57,5992.81,4405420
2025-02-03 12:52:00,5992.89,5994.72,5992.03,5992.99,3366290
2025-02-03 12:53:00,5993.14,5993.34,5992.01,5993.26,3470870
2025-02-03 12:54:00,5993.36,5998.82,5993.36,5997.82,4816300
2025-02-03 12:55:00,5997.88,5997.92,5981.16,5985.28,13431860
2025-02-03 12:56:00,5985.63,5994.99,5983.03,5988.49,9643230
2025-02-03 12:57:00,5988.28,5988.6,5983.25,5985.36,4305960
2025-02-03 12:58:00,5985.52,5992.6,5985.52,5992.02,4693450
2025-02-03 12:59:00,5991.94,5994.7,5988.03,5993.76,5066460
2025-02-03 13:00:00,5993.37,5993.37,5985.86,5986.02,4000870
2025-02-03 13:01:00,5985.66,5987.93,5983.18,5985.9,3800920
2025-02-03 13:02:00,5985.61,5985.61,5981.64,5983.9,4803800
2025-02-03 13:03:00,5983.86,5987.36,5983.75,5987.34,3402640
2025-02-03 13:04:00,5988.06,5994.41,5987.9,5993.62,5120960
2025-02-03 13:05:00,5993.38,5994.3,5991.99,5993.78,3131060
2025-02-03 13:06:00,5993.9,5996.27,5991.97,5993.71,4721860
2025-02-03 13:07:00,5993.58,5993.58,5988.63,5993.43,4983600
2025-02-03 13:08:00,5993.47,5995.39,5991.59,5991.59,3579900
2025-02-03 13:09:00,5991.55,5991.55,5985.56,5986.43,4366130
2025-02-03 13:10:00,5986.51,5986.51,5984.8,5985.84,3727390
2025-02-03 13:11:00,5985.89,5987.19,5984.57,5987.19,3214670
2025-02-03 13:12:00,5987.14,5992.83,5986.5,5992.39,5917870
2025-02-03 13:13:00,5992.33,5996.74,5992.27,5996.65,3998640
2025-02-03 13:14:00,5996.66,5997.62,5995.23,5995.23,5684450
2025-02-03 13:15:00,5995.19,5997.4,5995.1,5997.29,3566750
2025-02-03 13:16:00,5997.25,5998.38,5995.63,5997.63,4087300
2025-02-03 13:17:00,5997.68,5997.68,5994.49,5996.66,3560300
2025-02-03 13:18:00,5996.6,5997.9,5995.56,5995.72,3838290
2025-02-03 13:19:00,5995.78,5995.78,5992.09,5993.25,4551530
2025-02-03 13:20:00,5993.17,5996.52,5992.41,5996.46,4731230
2025-02-03 13:21:00,5996.42,5996.44,5994.51,5995.27,3772970
2025-02-03 13:22:00,5995.6,5995.6,5993.24,5993.8,3786030
2025-02-03 13:23:00,5993.84,5994.12,5992.35,5993.28,3843560
2025-02-03 13:24:00,5993.05,5994.31,5992.31,5994.31,3752480
2025-02-03 13:25:00,5994.13,5996.27,5993.82,5996.12,3296970
2025-02-03 13:26:00,5996.13,5998.75,5995.65,5998.57,4044630
2025-02-03 13:27:00,5998.21,5998.21,5996.93,5997.42,3972350
2025-02-03 13:28:00,5997.36,6001.01,5996.59,5999.95,4958620
2025-02-03 13:29:00,5999.98,6000.33,5996.05,5996.83,4234660
2025-02-03 13:30:00,5996.84,5997.94,5996.66,5997.1,3218240
2025-02-03 13:31:00,5997.1,5998,5996.68,5997.68,3097890
2025-02-03 13:32:00,5997.77,6001.13,5997.56,6001.13,4947700
2025-02-03 13:33:00,6001.2,6002.96,5999.52,6001.68,4476520
2025-02-03 13:34:00,6001.67,6003.12,6001.54,6002.86,3983930
2025-02-03 13:35:00,6002.9,6004.05,6002.02,6002.77,3678620
2025-02-03 13:36:00,6003.37,6004.97,5999.68,5999.68,5183030
2025-02-03 13:37:00,5999.95,6001.53,5998.48,6001.49,3317110
2025-02-03 13:38:00,6001.53,6002.2,6000.45,6002.15,3246400
2025-02-03 13:39:00,6002.21,6002.21,6000.12,6001.03,3706950
2025-02-03 13:40:00,6001,6001.82,5999.59,6001.71,3035900
2025-02-03 13:41:00,6001.53,6001.68,5999.21,6001.65,4107000
2025-02-03 13:42:00,6001.72,6001.92,5995.85,5996.06,4829470
2025-02-03 13:43:00,5996.18,5996.18,5994.12,5995.16,4184180
2025-02-03 13:44:00,5995.41,5998.04,5995.41,5997.93,4847640
2025-02-03 13:45:00,5997.92,6000.33,5997.92,6000.23,5212010
2025-02-03 13:46:00,6000.27,6004.29,5999.99,6003.92,4674530
2025-02-03 13:47:00,6003.99,6004.75,6003.58,6003.59,4125630
2025-02-03 13:48:00,6003.57,6005.68,6003.57,6005.5,3574120
2025-02-03 13:49:00,6005.4,6005.43,6003.66,6003.85,6106150
2025-02-03 13:50:00,6003.91,6006.72,6003.91,6006.45,5731400
2025-02-03 13:51:00,6006.45,6008.04,6006.12,6007.46,3923890
2025-02-03 13:52:00,6007.49,6007.52,6006.03,6006.27,3452150
2025-02-03 13:53:00,6006.36,6007.53,6006.29,6007.39,3677730
2025-02-03 13:54:00,6007.36,6007.46,6006.6,6007.1,3628360
2025-02-03 13:55:00,6007.07,6009,6006.78,6008.9,3775300
2025-02-03 13:56:00,6008.88,6009.34,6007.11,6007.32,3900270
2025-02-03 13:57:00,6007.27,6008.8,6007.27,6008.25,3026090
2025-02-03 13:58:00,6008.23,6008.72,6007.52,6008.53,3235090
2025-02-03 13:59:00,6008.52,6008.52,6007.81,6008.04,3481650
2025-02-03 14:00:00,6008.05,6009.87,6007.59,6009.87,4592130
2025-02-03 14:01:00,6009.94,6010.8,6007.99,6008.6,5517190
2025-02-03 14:02:00,6008.63,6008.74,6006.36,6007.19,4193170
2025-02-03 14:03:00,6007.17,6008.1,6006.12,6007.06,3677330
2025-02-03 14:04:00,6007.16,6008.93,6006.78,6008.63,4708940
2025-02-03 14:05:00,6008.6,6008.6,6005.48,6005.65,5205520
2025-02-03 14:06:00,6005.69,6008.42,6005.37,6007.86,4690590
2025-02-03 14:07:00,6007.91,6009.84,6007.67,6009.84,4531960
2025-02-03 14:08:00,6009.81,6010.36,6009.15,6010.22,5152960
2025-02-03 14:09:00,6010.22,6011.21,6009.77,6010.73,5282800
2025-02-03 14:10:00,6010.61,6013.41,6010.51,6013.41,5538740
2025-02-03 14:11:00,6013.39,6013.39,6011.63,6012.62,4422480
2025-02-03 14:12:00,6012.6,6014.13,6012.27,6013.27,5280200
2025-02-03 14:13:00,6013.24,6014.66,6012.96,6014.59,6285460
2025-02-03 14:14:00,6014.73,6016.64,6014.73,6016.22,4568250
2025-02-03 14:15:00,6016.14,6019.08,6016.14,6018.08,4923030
2025-02-03 14:16:00,6018.08,6019.3,6017.95,6018.62,5848550
2025-02-03 14:17:00,6018.68,6019.37,6018.26,6019.37,5048960
2025-02-03 14:18:00,6019.37,6019.57,6017.22,6017.22,4841610
2025-02-03 14:19:00,6017.53,6019.48,6017.53,6018.87,3976550
2025-02-03 14:20:00,6018.88,6019.02,6016.52,6017.25,5491920
2025-02-03 14:21:00,6017.2,6018.05,6017.18,6017.56,5319300
2025-02-03 14:22:00,6017.69,6017.7,6015.79,6016.62,4505640
2025-02-03 14:23:00,6016.66,6018.45,6016.66,6017.85,4013270
2025-02-03 14:24:00,6017.78,6018.78,6017.28,6018.54,3557920
2025-02-03 14:25:00,6018.39,6018.94,6018.13,6018.37,3461200
2025-02-03 14:26:00,6018.42,6019.05,6017.54,6017.68,4704100
2025-02-03 14:27:00,6017.77,6017.77,6016,6016.16,4159360
2025-02-03 14:28:00,6016.25,6016.8,6015.46,6015.8,4232900
2025-02-03 14:29:00,6015.79,6016.24,6014.56,6014.73,3578850
2025-02-03 14:30:00,6014.68,6014.97,6013.64,6014.93,4436790
2025-02-03 14:31:00,6014.93,6016.55,6014.85,6016.26,4331540
2025-02-03 14:32:00,6016.39,6017.05,6015.38,6016.76,4305350
2025-02-03 14:33:00,6016.76,6018,6016.76,6017.56,4109900
2025-02-03 14:34:00,6017.59,6017.78,6016.72,6016.93,4742840
2025-02-03 14:35:00,6016.84,6016.84,6014.34,6014.44,4362490
2025-02-03 14:36:00,6014.47,6015.45,6014,6014.27,3903830
2025-02-03 14:37:00,6014.21,6015.23,6012.89,6013.07,3660750
2025-02-03 14:38:00,6013.1,6014.53,6012.58,6014.53,3714020
2025-02-03 14:39:00,6014.67,6014.75,6013.92,6014.48,3157830
2025-02-03 14:40:00,6014.47,6015.03,6013.01,6015.03,4372830
2025-02-03 14:41:00,6015.39,6018.69,6015.39,6018.36,4789760
2025-02-03 14:42:00,6018.35,6018.35,6017.48,6017.83,3487110
2025-02-03 14:43:00,6017.84,6018.24,6017.41,6018.07,3163580
2025-02-03 14:44:00,6018.13,6018.7,6017.92,6018.24,3633690
2025-02-03 14:45:00,6018.23,6021.29,6017.93,6020.9,4199360
2025-02-03 14:46:00,6020.83,6020.83,6019.51,6019.87,3809540
2025-02-03 14:47:00,6019.92,6020.06,6018.87,6019.59,3551430
2025-02-03 14:48:00,6019.82,6022.13,6019.82,6021.79,4255720
2025-02-03 14:49:00,6021.96,6022.04,6020.94,6020.94,3922210
2025-02-03 14:50:00,6020.97,6021.63,6020.46,6021.18,3717980
2025-02-03 14:51:00,6021.21,6021.55,6020.66,6021.27,3590280
2025-02-03 14:52:00,6021.35,6021.42,6020.64,6020.82,3807630
2025-02-03 14:53:00,6020.74,6020.77,6019.31,6019.93,3812610
2025-02-03 14:54:00,6019.88,6020.36,6018.89,6018.89,4293380
2025-02-03 14:55:00,6018.86,6019.54,6018.49,6019.42,3950860
2025-02-03 14:56:00,6019.52,6019.62,6017.58,6017.81,4761420
2025-02-03 14:57:00,6017.84,6017.84,6015.38,6015.38,4943970
2025-02-03 14:58:00,6015.33,6015.85,6014.06,6014.06,5710500
2025-02-03 14:59:00,6014.2,6016.32,6013.99,6016.32,5201250
2025-02-03 15:00:00,6016.4,6017.09,6013.93,6016.2,4598960
2025-02-03 15:01:00,6016.33,6017.41,6015.48,6017.41,3879620
2025-02-03 15:02:00,6017.51,6017.81,6016.46,6016.78,3775470
2025-02-03 15:03:00,6016.92,6018.25,6016.04,6018.25,4847760
2025-02-03 15:04:00,6018.12,6019.75,6018.02,6018.97,4547700
2025-02-03 15:05:00,6018.89,6018.89,6016.01,6016.01,5261870
2025-02-03 15:06:00,6016.08,6016.23,6012.87,6012.92,4697240
2025-02-03 15:07:00,6012.85,6013.77,6012.34,6013.11,5384160
2025-02-03 15:08:00,6013.02,6013.49,6012.5,6012.62,6706090
2025-02-03 15:09:00,6012.62,6014.07,6012.25,6013.14,4092330
2025-02-03 15:10:00,6013.14,6013.31,6010.93,6012.64,4976470
2025-02-03 15:11:00,6012.71,6013.63,6010.02,6010.02,4718680
2025-02-03 15:12:00,6009.92,6011.8,6009.59,6010.97,4574890
2025-02-03 15:13:00,6010.89,6011.02,6010.16,6010.26,3985520
2025-02-03 15:14:00,6010.23,6010.58,6009.47,6009.88,3882940
2025-02-03 15:15:00,6009.69,6010.95,6008.45,6010.63,4967720
2025-02-03 15:16:00,6010.68,6011.51,6010.37,6011.24,4588240
2025-02-03 15:17:00,6011.37,6013.18,6010.89,6012.93,4177400
2025-02-03 15:18:00,6013.07,6013.72,6012.32,6013.5,4255790
2025-02-03 15:19:00,6013.59,6013.97,6013.28,6013.94,4007140
2025-02-03 15:20:00,6013.94,6015.42,6013.6,6014.61,5846980
2025-02-03 15:21:00,6014.29,6014.38,6013.38,6013.77,4841870
2025-02-03 15:22:00,6013.8,6014.11,6011.6,6012.3,11195560
2025-02-03 15:23:00,6012.27,6013.43,6011.51,6013.3,10784010
2025-02-03 15:24:00,6013.39,6013.74,6012.77,6013.21,4476250
2025-02-03 15:25:00,6013.15,6013.15,6010.38,6010.6,5392090
2025-02-03 15:26:00,6010.53,6010.53,6008.11,6008.11,5211740
2025-02-03 15:27:00,6008.09,6009,6006.97,6006.97,4805160
2025-02-03 15:28:00,6006.95,6008.16,6006.42,6007.8,5517900
2025-02-03 15:29:00,6007.76,6007.76,6003.74,6004.39,6314470
2025-02-03 15:30:00,6004.42,6005.06,6002.83,6003.08,6612560
2025-02-03 15:31:00,6003.37,6003.89,6001.09,6001.5,5809600
2025-02-03 15:32:00,6001.58,6003.9,6001.58,6003.8,6200690
2025-02-03 15:33:00,6003.85,6006.1,6003.58,6005.74,6908720
2025-02-03 15:34:00,6006.03,6007.08,6005.26,6006.21,6046450
2025-02-03 15:35:00,6006.1,6006.11,6003.65,6006,7525170
2025-02-03 15:36:00,6006.34,6006.61,6005.2,6006.27,5274210
2025-02-03 15:37:00,6006.27,6009.38,6006.27,6009.09,6705740
2025-02-03 15:38:00,6009.24,6009.61,6007.87,6008.01,6385600
2025-02-03 15:39:00,6008.07,6008.07,6005.83,6005.83,6148540
2025-02-03 15:40:00,6005.82,6007.73,6005.8,6005.85,6686430
2025-02-03 15:41:00,6005.86,6005.86,6002.8,6002.8,7238880
2025-02-03 15:42:00,6003,6003.07,6001.49,6001.49,6871100
2025-02-03 15:43:00,6001.47,6002.81,6000.68,6002.72,8078820
2025-02-03 15:44:00,6002.56,6002.89,6001.82,6002.24,7603270
2025-02-03 15:45:00,6002.25,6003.06,6000.85,6002.75,8420430
2025-02-03 15:46:00,6002.94,6002.94,5999.93,6000.08,8820190
2025-02-03 15:47:00,5999.88,6001.16,5998.77,6000.56,10511250
